id,age,timestamp,trick_or_treat,n_mints,dress,font
ID3202,31,2015-10-28T19:20:56Z,No,7,Blue and black,times new roman
ID3203,35,2015-10-28T19:21:02Z,No,3,Blue and black,Garamond
ID3204,34,2015-10-28T19:21:09Z,No,3,Blue and black,Garramond
ID3205,25,2015-10-28T19:21:10Z,No,19,Blue and black,"calibri, i associate it with the zen of outlook emails"
ID3206,32,2015-10-28T19:21:16Z,No,12,White and gold,Calibri
ID3207,22,2015-10-28T19:21:40Z,No,1,Blue and black,wing dings
ID3208,71,2015-10-28T19:21:51Z,No,10,White and gold,Times new roman
ID3209,34,2015-10-28T19:21:52Z,No,8,White and gold,something sans serif?
ID3210,57,2015-10-28T19:21:55Z,No,F,Blue and black,Gotham
ID3211,23,2015-10-28T19:22:04Z,No,5,White and gold,this one
ID3212,58,2015-10-28T19:22:08Z,No,14,White and gold,Colibri
ID3213,45,2015-10-28T19:22:10Z,No,12,Blue and black,consolas
ID3214,40,2015-10-28T19:22:17Z,No,42,White and gold,Comic Sans
ID3215,58,2015-10-28T19:22:22Z,No,2,White and gold,NA
ID3216,58,2015-10-28T19:22:27Z,No,NA,NA,NA
ID3217,38,2015-10-28T19:22:46Z,No,2,Blue and black,Cooper
ID3218,43,2015-10-28T19:22:54Z,No,all of them,White and gold,zapf dingbats
ID3219,32,2015-10-28T19:23:05Z,No,6,White and gold,Palatino Linotype
ID3220,46,2015-10-28T19:23:07Z,No,78,White and gold,times new roman
ID3221,38,2015-10-28T19:23:15Z,No,2,Blue and black,Cooper
ID3222,29,2015-10-28T19:26:50Z,No,5,White and gold,NA
ID3223,30,2015-10-28T19:23:33Z,No,10,Blue and black,Calibri
ID3224,17,2015-10-28T19:23:47Z,No,19,Blue and black,Cambria
ID3225,30,2015-10-28T19:23:50Z,No,7,Blue and black,Garamond
ID3226,30,2015-10-28T19:23:56Z,No,NA,NA,NA
ID3227,30,2015-10-28T19:23:56Z,No,13,White and gold,MS Mincho
ID3228,36,2015-10-28T19:24:00Z,No,2,NA,Copperplate gothic
ID3229,58,2015-10-28T19:24:06Z,No,11,NA,Trajan
ID3231,41,2015-10-28T19:24:41Z,No,NA,White and gold,comic serif
ID3232,38,2015-10-28T19:24:44Z,No,5,Blue and black,Helvetica
ID3233,53,2015-10-28T19:24:47Z,No,5,Blue and black,NA
ID3234,31,2015-10-28T19:24:56Z,No,6,Blue and black,Windings
ID3235,35,2015-10-28T19:24:58Z,No,4,Blue and black,courier new
ID3236,24,2015-10-28T19:25:00Z,No,Yes.,NA,Comic sans.
ID3237,35,2015-10-28T19:25:03Z,No,3,Blue and black,Festus
ID3238,37,2015-10-28T19:25:04Z,Yes,6,Blue and black,Your mom
ID3239,45,2015-10-28T19:25:07Z,No,6,Blue and black,Sentinel
ID3240,24,2015-10-28T19:25:09Z,No,Yes.,NA,Comic sans.
ID3241,33,2015-10-28T19:25:26Z,No,NA,NA,NA
ID3242,21,2015-10-28T19:25:53Z,No,NA,NA,NA
ID3243,39,2015-10-28T19:25:54Z,No,0,Blue and black,Times Roman
ID3244,34,2015-10-28T19:26:13Z,No,7,White and gold,this one
ID3245,29,2015-10-28T19:26:24Z,No,4,White and gold,Veranda
ID3246,52,2015-10-28T19:26:27Z,No,6,White and gold,Garamond
ID3247,47,2015-10-28T19:26:29Z,No,42,White and gold,that new one in ios9
ID3248,21,2015-10-28T19:26:39Z,No,None,White and gold,Futura
ID3249,57,2015-10-28T19:26:49Z,No,5,Blue and black,Times new roman
ID3250,28,2015-10-28T19:27:11Z,No,6,Blue and black,This
ID3251,20,2015-10-28T19:27:11Z,No,22,Blue and black,Comic Sans
ID3252,42,2015-10-28T19:27:22Z,No,0,Blue and black,NA
ID3253,28,2015-10-28T19:27:23Z,No,gimme a dolla,Blue and black,Futura
ID3254,38,2015-10-28T19:27:24Z,No,Blue,White and gold,Comic sans *runs away*
ID3255,27,2015-10-28T19:27:39Z,No,4,Blue and black,NA
ID3257,36,2015-10-28T19:27:57Z,No,4,White and gold,Not Comic Sans
ID3258,45,2015-10-28T19:27:57Z,No,8,Blue and black,Rosemary
ID3259,27,2015-10-28T19:28:04Z,No,0,White and gold,NA
ID3260,21,2015-10-28T19:28:16Z,No,12,White and gold,Georgia
ID3261,24,2015-10-28T19:28:16Z,No,12,Blue and black,verdena
ID3263,31,2015-10-28T19:28:21Z,No,3,Blue and black,Helvetica
ID3264,29,2015-10-28T19:28:30Z,No,42,White and gold,Comic Sans
ID3265,27,2015-10-28T19:28:38Z,No,0,White and gold,NA
ID3266,32,2015-10-28T19:34:56Z,No,4,White and gold,Monotype
ID3267,62,2015-10-28T19:29:07Z,No,53,White and gold,Times Roman
ID3268,27,2015-10-28T19:29:12Z,No,0,White and gold,Helvetica
ID3270,34,2015-10-28T19:29:20Z,No,Two,White and gold,NA
ID3271,38,2015-10-28T19:29:24Z,No,7,White and gold,Verdana
ID3272,43,2015-10-28T19:29:25Z,No,5,White and gold,NA
ID3273,24,2015-10-28T19:29:37Z,No,NA,Blue and black,NA
ID3274,28,2015-10-28T19:29:42Z,No,12,Blue and black,Tahoma
ID3275,40,2015-10-28T19:29:48Z,Yes,3,White and gold,Calibri
ID3276,21,2015-10-28T19:29:54Z,No,67,White and gold,Cambria
ID3277,32,2015-10-28T19:30:03Z,No,72,Blue and black,Helvetia
ID3278,54,2015-10-28T19:30:07Z,No,0,White and gold,Times New Roman
ID3280,29,2015-10-28T19:30:20Z,No,82,Blue and black,Georga
ID3281,28,2015-10-28T19:30:25Z,No,7,White and gold,Futura
ID3282,55,2015-10-28T19:30:30Z,No,3.7,Blue and black,CG Omega
ID3283,26,2015-10-28T19:30:31Z,No,8,White and gold,Helvetica
ID3284,33,2015-10-28T19:30:35Z,No,13,Blue and black,Wing dings
ID3285,34,2015-10-28T19:30:44Z,Yes,15,White and gold,NA
ID3286,27,2015-10-28T19:31:25Z,No,4,Blue and black,bonez
ID3287,53,2015-10-28T19:31:26Z,No,7,Blue and black,NA
ID3288,32,2015-10-28T19:31:28Z,No,3,White and gold,NA
ID3289,37,2015-10-28T19:31:30Z,No,12,Blue and black,HEL=VETICA
ID3290,29,2015-10-28T19:31:40Z,No,3,White and gold,Papyrus
ID3291,42,2015-10-28T19:31:54Z,No,15.5,Blue and black,Times
ID3292,32,2015-10-28T19:31:57Z,No,3,White and gold,NA
ID3293,36,2015-10-28T19:32:07Z,No,5,White and gold,NOT Comic Sans
ID3294,29,2015-10-28T19:32:16Z,No,42,Blue and black,Trebuchet MS
ID3295,57,2015-10-28T19:32:19Z,No,7,NA,"Rockwell, Novarese, and Optima"
ID3296,41,2015-10-28T19:32:19Z,No,5,Blue and black,Arial
ID3297,27,2015-10-28T19:32:24Z,No,12,Blue and black,Calibri
ID3298,38,2015-10-28T19:32:37Z,No,6,Blue and black,Arial
ID3299,69,2015-10-28T19:32:38Z,No,37,White and gold,?
ID3300,35,2015-10-28T19:32:44Z,No,37,White and gold,Garamond
ID3301,45,2015-10-28T19:32:46Z,No,4,Blue and black,New Century Schoolbook
ID3302,32,2015-10-28T19:32:50Z,No,10,White and gold,unknown
ID3303,31,2015-10-28T19:32:58Z,No,NA,NA,NA
ID3304,33,2015-10-28T19:33:09Z,No,7,White and gold,Helvetica
ID3305,44,2015-10-28T19:33:17Z,No,0,NA,Trade Gothic
ID3306,26,2015-10-28T19:33:22Z,No,7,Blue and black,Gotham
ID3307,33,2015-10-28T19:33:23Z,No,3,White and gold,helfuckingvetica
ID3308,38,2015-10-28T19:33:25Z,Yes,6,Blue and black,Comic sans
ID3309,59,2015-10-28T19:33:32Z,No,NA,White and gold,NA
ID3310,33,2015-10-28T19:33:34Z,No,3,White and gold,Comic sans-serif motherfucker
ID3311,11,2015-10-28T19:33:44Z,Yes,8,Blue and black,comfortaa
ID3312,17,2015-10-28T19:33:51Z,No,12,Blue and black,American Captain
ID3313,24,2015-10-28T19:34:01Z,No,7,NA,Comic sans ms
ID3314,67,2015-10-28T19:43:31Z,No,6,White and gold,times new roman
ID3315,55,2015-10-28T19:34:05Z,No,9,White and gold,Cambri
ID3316,32,2015-10-28T19:34:05Z,No,8,White and gold,Calibri
ID3317,59,2015-10-28T19:34:19Z,No,NA,White and gold,NA
ID3318,29,2015-10-28T19:34:31Z,No,4,Blue and black,Georgia
ID3319,46,2015-10-28T19:34:39Z,No,37,White and gold,Optima
ID3320,18,2015-10-28T19:34:42Z,No,4,Blue and black,NA
ID3321,40,2015-10-28T19:34:50Z,No,None... sneaky bastard!,Blue and black,Comic sans... duh...
ID3322,35,2015-10-28T19:34:54Z,No,0,White and gold,Gothic
ID3323,37,2015-10-28T19:35:06Z,No,4,White and gold,Calibri
ID3324,38,2015-10-28T19:35:35Z,No,0,Blue and black,Garamond
ID3325,49,2015-10-28T19:35:37Z,No,45,NA,NA
ID3326,35,2015-10-28T19:35:38Z,No,7,White and gold,Lato
ID3327,36,2015-10-28T19:35:51Z,Yes,4,Blue and black,Chiller
ID3328,44,2015-10-28T19:35:52Z,Yes,Tau,Blue and black,Consolas
ID3329,30,2015-10-28T19:35:57Z,No,4,Blue and black,Consolas
ID3331,18,2015-10-28T19:36:02Z,No,3,Blue and black,Lucida Console
ID3332,35,2015-10-28T19:36:03Z,No,0,Blue and black,NA
ID3333,46,2015-10-28T19:36:13Z,No,4,Blue and black,Times New Roman
ID3334,41,2015-10-28T19:36:29Z,No,4,Blue and black,Helvetica
ID3335,32,2015-10-28T19:36:36Z,No,8,White and gold,Pastor of Muppets
ID3336,18,2015-10-28T19:36:37Z,No,5,White and gold,Bradley Hand
ID3337,46,2015-10-28T19:36:40Z,No,NA,NA,NA
ID3339,49,2015-10-28T19:36:49Z,Yes,16,White and gold,courier
ID3340,32,2015-10-28T19:36:52Z,Yes,4,Blue and black,Calibri
ID3341,29,2015-10-28T19:36:53Z,Yes,4,White and gold,Wingdings
ID3342,35,2015-10-28T19:36:53Z,No,4,Blue and black,handwriting
ID3343,35,2015-10-28T19:37:03Z,No,5,White and gold,Courier New
ID3344,29,2015-10-28T19:37:05Z,No,13,Blue and black,Calibri
ID3345,33,2015-10-28T19:37:11Z,No,34,Blue and black,Lobster
ID3346,28,2015-10-28T19:37:12Z,No,5,Blue and black,NA
ID3348,33,2015-10-28T19:37:30Z,No,NA,NA,NA
ID3349,43,2015-10-28T19:37:33Z,No,0,White and gold,Libertine
ID3350,24,2015-10-28T19:37:34Z,No,42,White and gold,NA
ID3351,56,2015-10-28T19:37:47Z,Yes,5,Blue and black,Cambria
ID3352,33,2015-10-28T19:37:50Z,No,5,White and gold,NA
ID3353,40,2015-10-28T19:37:52Z,No,1,Blue and black,I don't feckin care
ID3354,49,2015-10-28T19:37:53Z,No,3,Blue and black,Times New Roman
ID3355,25,2015-10-28T19:37:53Z,No,4,Blue and black,This one
ID3357,62,2015-10-28T19:38:06Z,No,6,Blue and black,ariel
ID3358,25,2015-10-28T19:38:20Z,No,23,White and gold,Albertus
ID3359,33,2015-10-28T19:39:06Z,Yes,5,Blue and black,Garamond
ID3360,14,2015-10-28T19:39:09Z,No,4,White and gold,Baskerville
ID3361,34,2015-10-28T19:39:17Z,No,12,Blue and black,Ariel
ID3362,55,2015-10-28T19:39:32Z,No,42,NA,Palatino Linotype
ID3363,44,2015-10-28T19:39:36Z,No,7,Blue and black,Arial
ID3364,41,2015-10-28T19:39:41Z,No,5,Blue and black,New Times Roman
ID3365,31,2015-10-28T19:39:52Z,No,5,Blue and black,Times New Roman
ID3366,34,2015-10-28T19:39:58Z,No,6,White and gold,Calibri
ID3367,34,2015-10-28T19:40:05Z,No,4,Blue and black,NA
ID3368,67,2015-10-28T19:40:10Z,No,0,Blue and black,Arial
ID3369,29,2015-10-28T19:40:14Z,No,0,Blue and black,calibri
ID3370,27,2015-10-28T19:40:19Z,No,6,Blue and black,Helvetica
ID3371,22,2015-10-28T19:40:22Z,No,12,Blue and black,Bleeding Cowboy
ID3372,27,2015-10-28T19:40:24Z,No,NA,White and gold,Garamond
ID3374,39,2015-10-28T19:40:29Z,No,5,White and gold,blood
ID3375,44,2015-10-28T19:40:32Z,No,8,White and gold,Times New Roman
ID3376,25,2015-10-28T19:40:49Z,No,4,Blue and black,Baskerville
ID3377,40,2015-10-28T19:40:52Z,No,14,Blue and black,Arial
ID3378,31,2015-10-28T19:40:55Z,No,7,Blue and black,Comic sans
ID3379,37,2015-10-28T19:41:03Z,No,5,Blue and black,Unique
ID3380,33,2015-10-28T19:41:04Z,No,0,Blue and black,helvetica
ID3381,28,2015-10-28T19:41:21Z,Yes,6,Blue and black,Comic Sans
ID3382,27,2015-10-28T19:41:55Z,No,NA,NA,NA
ID3383,33,2015-10-28T19:41:57Z,No,8,Blue and black,Cooper black
ID3385,40,2015-10-28T19:42:07Z,No,4,Blue and black,times new roman
ID3386,40,2015-10-28T19:42:20Z,No,5,Blue and black,NA
ID3387,44,2015-10-28T19:42:57Z,No,2,Blue and black,Trebuchet
ID3388,33,2015-10-28T19:43:10Z,No,NA,NA,NA
ID3389,69,2015-10-28T19:43:10Z,No,9,White and gold,lucinda console
ID3390,27,2015-10-28T19:43:16Z,No,3,White and gold,Copperplate Gothic
ID3392,28,2015-10-28T19:43:31Z,No,"5, realistically",Blue and black,Century School
ID3393,18,2015-10-28T19:48:45Z,No,4,White and gold,Helvetica
ID3394,26,2015-10-28T19:43:41Z,No,3,Blue and black,Calibri
ID3395,43,2015-10-28T19:43:42Z,No,5,White and gold,arial
ID3396,37,2015-10-28T19:43:44Z,No,14,Blue and black,Old English
ID3397,50,2015-10-28T19:43:48Z,No,Dick,White and gold,Pig Latin
ID3398,36,2015-10-28T19:43:55Z,No,5,Blue and black,NA
ID3399,45,2015-10-28T19:45:16Z,No,2,White and gold,Ariel
ID3400,33,2015-10-28T19:44:31Z,No,8,Blue and black,Century Gothic
ID3401,38,2015-10-28T19:45:01Z,No,4,White and gold,Helvetica
ID3402,38,2015-10-28T19:45:04Z,No,3,Blue and black,Ariel
ID3403,30,2015-10-28T19:45:11Z,No,7,White and gold,Cambria
ID3404,23,2015-10-28T19:45:19Z,No,7,Blue and black,Courier new
ID3405,24,2015-10-28T19:45:49Z,No,6,Blue and black,webdings
ID3406,34,2015-10-28T19:45:58Z,No,3,Blue and black,Lucinda
ID3407,35,2015-10-28T19:46:07Z,No,472,Blue and black,andale mono
ID3408,32,2015-10-28T19:46:09Z,No,3,Blue and black,Wingdings
ID3409,14,2015-10-28T19:46:13Z,No,5,White and gold,Cursive
ID3410,50,2015-10-28T19:46:17Z,No,14,White and gold,Comic sans
ID3411,41,2015-10-28T19:46:27Z,No,5,Blue and black,Times New Roman
ID3412,31,2015-10-28T19:46:35Z,No,6,Blue and black,garamond
ID3413,27,2015-10-28T19:46:36Z,No,11,White and gold,cracked or calibri
ID3414,33,2015-10-28T19:46:37Z,No,5,Blue and black,Helvetica
ID3415,31,2015-10-28T19:46:41Z,No,NA,NA,NA
ID3416,35,2015-10-28T19:46:49Z,No,47,White and gold,NA
ID3417,31,2015-10-28T19:46:50Z,No,5,Blue and black,California
ID3418,28,2015-10-28T19:47:14Z,No,NA,Blue and black,NA
ID3419,43,2015-10-28T19:47:24Z,No,23,Blue and black,Ariel
ID3420,32,2015-10-28T19:47:29Z,Yes,15,White and gold,Times new roman
ID3421,22,2015-10-28T19:47:30Z,No,7,Blue and black,NA
ID3422,32,2015-10-28T19:47:31Z,No,5.  Next!,White and gold,"Comic Sans.  In French that means ""without comic""."
ID3423,39,2015-10-28T19:47:38Z,No,43,Blue and black,NA
ID3424,22,2015-10-28T19:48:18Z,No,27,White and gold,HELVETICA
ID3425,31,2015-10-28T19:47:39Z,No,5,Blue and black,Arial
ID3426,25,2015-10-28T19:47:50Z,No,42,Blue and black,bubbles
ID3427,28,2015-10-28T19:47:55Z,No,6,Blue and black,Garamond
ID3428,27,2015-10-28T19:48:02Z,No,12,White and gold,Georgia
ID3429,54,2015-10-28T19:48:04Z,No,4,White and gold,Helvetica
ID3430,21,2015-10-28T19:48:11Z,No,7,Blue and black,Helvetica
ID3431,65,2015-10-28T19:48:14Z,No,3,White and gold,Helvetica
ID3433,35,2015-10-28T19:48:37Z,No,15,White and gold,Times New Roman
ID3434,44,2015-10-28T19:48:46Z,No,4,NA,NA
ID3435,25,2015-10-28T19:49:00Z,No,20,Blue and black,Droid Sans
ID3436,31,2015-10-28T19:49:01Z,No,5,Blue and black,Arial
ID3437,18,2015-10-28T19:49:06Z,No,3,Blue and black,NA
ID3439,30,2015-10-28T19:49:16Z,No,12,Blue and black,garamond
ID3440,34,2015-10-28T19:49:45Z,No,4,Blue and black,Helvetica
ID3442,37,2015-10-28T19:50:36Z,No,6,Blue and black,Times new roman
ID3443,45,2015-10-28T19:50:47Z,No,3,White and gold,Comic Sans
ID3444,39,2015-10-28T19:50:56Z,No,NA,NA,NA
ID3445,32,2015-10-28T19:50:57Z,No,7,Blue and black,Garamond
ID3446,36,2015-10-28T19:51:00Z,No,7,Blue and black,san serif
ID3447,34,2015-10-28T19:51:10Z,Yes,0,White and gold,Comic Sans MS
ID3448,39,2015-10-28T19:51:20Z,No,NA,NA,NA
ID3449,38,2015-10-28T19:51:25Z,No,32,Blue and black,Papyrus
ID3450,57,2015-10-28T19:51:27Z,No,22,White and gold,NA
ID3451,24,2015-10-28T19:51:30Z,No,3,White and gold,Trajan
ID3452,24,2015-10-28T19:51:33Z,No,NA,NA,NA
ID3453,63,2015-10-28T19:51:46Z,No,NA,Blue and black,NA
ID3454,27,2015-10-28T19:52:01Z,No,5,Blue and black,rockwell extra bold
ID3455,51,2015-10-28T19:52:02Z,No,9,Blue and black,ariel
ID3456,32,2015-10-28T19:52:08Z,No,3,White and gold,Dingbat
ID3457,20,2015-10-28T19:52:12Z,No,3,White and gold,times new roman
ID3458,26,2015-10-28T19:52:16Z,No,2,White and gold,Times new roman
ID3459,32,2015-10-28T19:52:18Z,No,7,White and gold,verdana
ID3460,26,2015-10-28T19:52:26Z,No,7,Blue and black,Helvetica
ID3461,41,2015-10-28T19:52:37Z,No,2,Blue and black,georgia
ID3462,30,2015-10-28T19:52:39Z,No,8,Blue and black,NA
ID3463,36,2015-10-28T19:52:43Z,No,NA,Blue and black,NA
ID3464,55,2015-10-28T19:52:56Z,No,0,Blue and black,Legible fonts
ID3465,18,2015-10-28T19:53:00Z,Yes,2,White and gold,futura
ID3466,37,2015-10-28T19:53:03Z,No,3,Blue and black,times new roman
ID3467,36,2015-10-28T19:53:26Z,Yes,5,White and gold,NA
ID3468,34,2015-10-28T19:53:49Z,Yes,NA,NA,NA
ID3469,22,2015-10-28T19:53:49Z,No,8,Blue and black,Cambria
ID3470,27,2015-10-28T19:53:56Z,No,34,White and gold,Garamond
ID3471,13,2015-10-28T19:54:20Z,Yes,ha i thought that read head,White and gold,"arial, its simple"
ID3472,31,2015-10-28T19:54:30Z,No,4,Blue and black,Droid sans
ID3473,19,2015-10-28T19:54:31Z,No,99998,White and gold,NA
ID3474,46,2015-10-28T19:54:44Z,No,7,White and gold,Almost any sans-serif
ID3475,34,2015-10-28T19:55:01Z,No,4,Blue and black,calibri
ID3476,47,2015-10-28T19:55:02Z,No,5,Blue and black,TheSans Family
ID3477,29,2015-10-28T19:55:10Z,No,6,Blue and black,Comic Sans (the 'fuck you' font)
ID3478,45,2015-10-28T19:55:42Z,No,2,White and gold,Times New Roman
ID3479,22,2015-10-28T19:56:15Z,Yes,4,White and gold,Courier
ID3480,33,2015-10-28T19:56:31Z,No,6,White and gold,NA
ID3481,67,2015-10-28T19:57:01Z,No,10,Blue and black,Aerial
ID3482,44,2015-10-28T19:57:02Z,No,9,White and gold,annie use your telescope
ID3483,29,2015-10-28T19:57:06Z,No,3,White and gold,ariel
ID3484,43,2015-10-28T19:57:44Z,Yes,NA,NA,NA
ID3485,26,2015-10-28T19:57:56Z,No,12,Blue and black,Times
ID3486,36,2015-10-28T19:58:07Z,No,7,White and gold,Copperplate Gothic
ID3487,28,2015-10-28T19:58:28Z,No,7,White and gold,verdana
ID3488,40,2015-10-28T19:58:40Z,No,5,Blue and black,times new roman
ID3489,35,2015-10-28T19:59:29Z,No,NA,NA,NA
ID3490,26,2015-10-28T19:59:34Z,No,15,Blue and black,Courier
ID3491,41,2015-10-28T19:59:42Z,No,23,Blue and black,anything sans serif
ID3493,54,2015-10-28T20:00:00Z,No,NA,NA,NA
ID3494,25,2015-10-28T20:00:03Z,No,4,Blue and black,Arial
ID3495,29,2015-10-28T20:00:08Z,No,NA,NA,NA
ID3496,41,2015-10-28T20:00:41Z,Yes,3,Blue and black,Times
ID3497,21,2015-10-28T20:00:43Z,No,13,White and gold,NA
ID3499,52,2015-10-28T20:01:08Z,No,7,Blue and black,TNR
ID3500,35,2015-10-28T20:01:24Z,No,0,Blue and black,Helvetica
ID3501,35,2015-10-28T20:01:29Z,No,5,White and gold,Arial
ID3502,42,2015-10-28T20:01:37Z,No,7,White and gold,Helvetica Neue
ID3503,42,2015-10-28T20:01:55Z,No,0,White and gold,Verdana
ID3505,51,2015-10-28T20:02:20Z,No,None,White and gold,New Century Schoolbook
ID3506,33,2015-10-28T20:02:23Z,No,8,Blue and black,Comic sans
ID3507,26,2015-10-28T20:02:37Z,No,Threeve,Blue and black,Dont care
ID3508,50,2015-10-28T20:02:38Z,Yes,14,White and gold,trebuchet
ID3509,19,2015-10-28T20:02:48Z,Yes,5,White and gold,"Comic Sans, also fuck you"
ID3510,33,2015-10-28T20:03:04Z,No,6,White and gold,"Chiller, heh"
ID3511,41,2015-10-28T20:03:09Z,Yes,5,Blue and black,arial
ID3512,41,2015-10-28T20:03:13Z,No,7,White and gold,Times New Roman
ID3513,38,2015-10-28T20:03:16Z,No,7,White and gold,NA
ID3514,61,2015-10-28T20:03:36Z,No,43,Blue and black,Dingbats
ID3515,26,2015-10-28T20:03:47Z,No,3,White and gold,Century
ID3516,35,2015-10-28T20:03:51Z,No,3,Blue and black,Verdana
ID3517,34,2015-10-28T20:04:03Z,Yes,3,White and gold,calibri
ID3518,50,2015-10-28T20:05:02Z,No,12,White and gold,baptismal
ID3519,25,2015-10-28T20:05:14Z,No,5,Blue and black,NA
ID3520,22,2015-10-28T20:05:15Z,No,5,White and gold,century gothic
ID3521,25,2015-10-28T20:05:25Z,No,5,Blue and black,NA
ID3522,99,2015-10-28T20:05:32Z,Yes,10,White and gold,Times New Roman
ID3523,34,2015-10-28T20:05:42Z,No,4,Blue and black,NA
ID3524,40,2015-10-28T20:05:49Z,No,7,White and gold,NA
ID3525,41,2015-10-28T20:06:26Z,No,NA,NA,NA
ID3526,41,2015-10-28T20:06:35Z,No,5,Blue and black,all
ID3527,36,2015-10-28T20:06:36Z,No,NA,NA,NA
ID3528,25,2015-10-28T20:06:49Z,No,20,White and gold,Cambria
ID3529,35,2015-10-28T20:06:50Z,No,5,Blue and black,Courier
ID3530,54,2015-10-28T20:06:53Z,No,8,Blue and black,Papyrus
ID3531,50,2015-10-28T20:06:54Z,No,7,Blue and black,French script
ID3532,34,2015-10-28T20:06:55Z,No,4,White and gold,arial
ID3533,29,2015-10-28T20:07:40Z,No,1,Blue and black,Garamond
ID3535,33,2015-10-28T20:08:00Z,No,3,White and gold,times
ID3536,34,2015-10-28T20:08:00Z,No,8,White and gold,Freight Sans
ID3537,36,2015-10-28T20:08:08Z,No,3,Blue and black,sarcasm
ID3538,21,2015-10-28T20:08:08Z,No,17,Blue and black,Centaur
ID3539,38,2015-10-28T20:08:27Z,No,0,White and gold,NA
ID3540,32,2015-10-28T20:08:43Z,No,2,Blue and black,Arial black
ID3541,24,2015-10-28T20:09:16Z,No,6,White and gold,Star wars
ID3542,36,2015-10-28T20:09:20Z,No,6,White and gold,Derp
ID3543,34,2015-10-28T20:09:33Z,No,42,Blue and black,Lucida Handwriting
ID3544,32,2015-10-28T20:09:42Z,No,34,White and gold,NA
ID3545,25,2015-10-28T20:09:51Z,No,3,White and gold,NA
ID3546,42,2015-10-28T20:10:08Z,Yes,5,White and gold,Veranda
ID3547,59,2015-10-28T20:10:12Z,Yes,8,Blue and black,ms trebuchet
ID3548,41,2015-10-28T20:10:27Z,No,16,White and gold,Helvetica
ID3549,21,2015-10-28T20:11:05Z,No,3,Blue and black,Arial
ID3550,31,2015-10-28T20:11:08Z,No,8,Blue and black,This one
ID3551,41,2015-10-28T20:11:18Z,No,11,Blue and black,Gill
ID3552,36,2015-10-28T20:11:27Z,No,4,Blue and black,Robots slab
ID3553,26,2015-10-28T20:11:45Z,No,2,White and gold,Courier
ID3554,40,2015-10-28T20:11:58Z,No,8,Blue and black,Veneer
ID3555,28,2015-10-28T20:12:04Z,No,what? why is this a question?,White and gold,Nuptia
ID3556,28,2015-10-28T20:12:19Z,No,None. You ate them all.,White and gold,Lucida Console
ID3557,27,2015-10-28T20:12:22Z,No,22,NA,NA
ID3558,26,2015-10-28T20:12:42Z,No,17,White and gold,Helvetica
ID3559,47,2015-10-28T20:12:47Z,No,NA,NA,NA
ID3560,37,2015-10-28T20:12:55Z,No,7,Blue and black,Papyrus
ID3561,38,2015-10-28T20:13:11Z,No,5,Blue and black,Arial
ID3562,34,2015-10-28T20:13:20Z,Yes,0,Blue and black,Tangerine
ID3563,47,2015-10-28T20:13:25Z,No,5,Blue and black,Bookman
ID3564,28,2015-10-28T20:13:50Z,No,0,Blue and black,Times
ID3566,39,2015-10-28T20:13:56Z,No,3,Blue and black,New gothic
ID3567,25,2015-10-28T20:14:06Z,No,8844,Blue and black,NA
ID3568,27,2015-10-28T20:14:07Z,No,2,Blue and black,Times New Roman
ID3569,32,2015-10-28T20:14:33Z,No,12,Blue and black,Arial
ID3570,31,2015-10-28T20:15:21Z,No,42,Blue and black,Times new roman
ID3572,26,2015-10-28T20:15:27Z,No,3,White and gold,This one.
ID3573,24,2015-10-28T20:16:18Z,No,666,White and gold,Ariel
ID3574,29,2015-10-28T20:17:10Z,No,7,White and gold,Calibri
ID3575,53,2015-10-28T20:17:21Z,No,7,Blue and black,Times New Roman
ID3576,34,2015-10-28T20:17:22Z,No,7,Blue and black,None
ID3577,23,2015-10-28T20:20:26Z,No,9,White and gold,Sans
ID3578,45,2015-10-28T20:18:06Z,No,5,White and gold,Palatino Linotype
ID3579,35,2015-10-28T20:18:16Z,No,4,White and gold,Input Mono Condensed
ID3580,25,2015-10-28T20:18:23Z,No,0,White and gold,Cambria
ID3581,32,2015-10-28T20:18:25Z,No,2,White and gold,Times
ID3582,32,2015-10-28T20:18:52Z,No,7,Blue and black,wingdings
ID3583,20,2015-10-28T20:18:52Z,No,NA,NA,NA
ID3584,29,2015-10-28T20:18:54Z,No,5,Blue and black,Helvetica
ID3585,20,2015-10-28T20:23:12Z,No,42,Blue and black,"Comic sa- no, I can't even type that."
ID3586,35,2015-10-28T20:19:32Z,No,5,Blue and black,Times new roman
ID3587,26,2015-10-28T20:19:43Z,No,3,Blue and black,Adobe Garamond Pro
ID3588,25,2015-10-28T20:20:01Z,No,6,White and gold,Helvetica Neue
ID3589,21,2015-10-28T20:20:15Z,No,4,Blue and black,Century Gothic
ID3591,53,2015-10-28T20:20:23Z,No,3,White and gold,Book Antiqua
ID3592,34,2015-10-28T20:20:33Z,No,15,White and gold,verdana
